judul,isi,link,kategori
RI Ajak Jepang Bangun Wisata Kesehatan Premium di Kawasan Transmigrasi,"Menteri Transmigrasi, M. Iftitah Sulaiman Suryanagara mengundang investor Jepang untuk mengembangkan sektor wisata kesehatan bertaraf internasional dan premium di kawasan-kawasan transmigrasi Indonesia.
Menurutnya, keterbukaan terhadap investasi asing dengan menawarkan gagasan pendirian rumah sakit internasional di kawasan transmigrasi, terinspirasi dari model sukses Mayo Clinic di Amerika Serikat.
""Kami justru menawarkan sesuatu yang berbeda. Kami terbuka, jika ada investor dari Jepang yang ingin mendirikan rumah sakit bertaraf internasional di kawasan transmigrasi seperti model Mayo Clinic di Amerika Serikat. Kami belajar dari satu kota kecil di Minnesota, Amerika Serikat, yang memiliki rumah sakit khusus kanker dan pasiennya datang dari seluruh dunia. Karena keahliannya sangat spesifik, keberadaan Rumah Sakit Mayo Clinic mampu menarik lebih dari 120 ribu tenaga profesional di rumah sakit itu, padahal total penduduk kota itu hanya 150 ribu orang,"" ujar Iftitah dalam keterangannya, Kamis (2/10/2025).
Hal itu disampaikan dalam forum bisnis bertajuk ""From Mobility to Prosperity"" yang digelar di Pavilion Indonesia, Osaka Expo 2025, Jepang, Minggu (30/9).

Menurutnya, konsep investasi sektor wisata-kesehatan ini dapat diwujudkan di pulau pulau eksotis Indonesia yang memiliki keindahan alam sekaligus potensi besar untuk pengembangan layanan spesialis, seperti rumah sakit kanker, jantung, atau pemulihan jangka panjang.
""Bayangkan satu pulau indah yang tenang dan alami, menjadi tempat pasien dari berbagai negara datang untuk menjalani pengobatan sekaligus beristirahat. Ini akan menciptakan ekosistem layanan kesehatan kelas dunia,"" katanya.
Iftitah juga menjelaskan bahwa pemerintah telah menjalin kolaborasi erat dengan Kementerian Kesehatan untuk memastikan tersedianya layanan dasar kesehatan di seluruh kawasan transmigrasi. Namun, untuk level lanjut, pihaknya mengundang investor global untuk menciptakan fasilitas kelas premium yang dapat menampung kebutuhan ekspatriat dan wisatawan kesehatan.
Selain sektor kesehatan, Menteri Iftitah juga mendorong investasi di bidang pariwisata mewah seperti resort, villa eksklusif, dan ekowisata berbasis budaya lokal. Beberapa wilayah transmigrasi seperti Lombok, Nihi Sumba, dan Kepulauan Anambas disebut memiliki potensi besar sebagai tujuan wisata kelas dunia.

""Tanah masih sangat luas dan indah. Contohnya di Kepulauan Anambas, cukup dekat dari Singapura, ada resort bernama Pulau Bawah yang tarifnya mencapai 200 juta rupiah per malam dan fully booked hingga akhir tahun,"" jelasnya.
Lebih lanjut Iftitah menegaskan kawasan transmigrasi yang berada di sekitar lokasi tersebut sangat siap menjadi pendukung industri pariwisata dengan menyediakan lahan, infrastruktur, dan tenaga kerja lokal yang kompeten.
""Kami tidak hanya membuka peluang investasi, tapi juga memastikan masyarakat lokal menjadi bagian dari pertumbuhan ekonomi itu sendiri. Kami siapkan pelatihan bagi transmigran agar memenuhi standar industri pariwisata Jepang maupun global,"" pungkasnya.",https://news.detik.com/berita/d-8140848/ri-ajak-jepang-bangun-wisata-kesehatan-premium-di-kawasan-transmigrasi,berita
"Hadiri Dialog MPUII, Menbud Bicara Peran Umat Islam dalam Pembangunan RI","Menteri Kebudayaan (Menbud), Fadli Zon menghadiri dialog dengan Majelis Permusyawaratan Umat Islam Indonesia (MPUII) yang digelar di Gedung Dewan Da'wah Islamiyah Indonesia, Jakarta.
Fadli Zon menyampaikan apresiasi atas pertemuan dengan MPUII. Ia menegaskan bahwa Presiden Prabowo mempunyai pandangan bahwa Indonesia sebagai negara berpenduduk mayoritas Islam memerlukan perhatian khusus.
Lebih lanjut, Fadli Zon menjelaskan bahwa perhatian Presiden Prabowo diwujudkan antara lain melalui pembentukan Kementerian Haji dan Umrah. Menurutnya, kementerian ini tidak hanya berkaitan dengan urusan ibadah, tetapi juga memiliki dampak ekonomi yang signifikan.
""Presiden Prabowo bahkan menggagas Indonesian Village di Madinah. Di sana akan ada hotel, rumah makan, dan berbagai fasilitas lain yang dikelola untuk masyarakat Indonesia. Ini bukan sekadar soal ibadah, tetapi juga rotasi ekonomi yang besar,"" jelasnya.
Adapun pertemuan ini menjadi ruang diskusi dan kolaborasi antara pemerintah dengan tokoh-tokoh Islam mengenai arah pembangunan bangsa, peran umat Islam dalam kehidupan berbangsa dan bernegara, serta dukungan terhadap pemerintahan Presiden Prabowo Subianto.

Fadli Zon juga menekankan kepemimpinan Presiden Prabowo dalam politik luar negeri. Ia menjelaskan bahwa Presiden mengambil kendali langsung dalam diplomasi internasional, termasuk sikap tegas terkait tragedi kemanusiaan di Gaza.
""Sebagai presiden, Pak Prabowo mengambil kendali langsung dalam kebijakan luar negeri. Beliau turut menyuarakan penghentian kekerasan di Gaza. Bahkan kita melihat kini banyak negara Barat mulai mengakui Palestina,"" tuturnya.
Setelah pemaparan Fadli Zon, sesi dialog dibuka dengan Agus Maksum, anggota MPUII yang menyoroti pentingnya implementasi Pasal 33 UUD 1945, khususnya mengenai penguatan Koperasi Merah Putih yang jumlahnya telah mencapai 80.000 unit.
Agus berharap koperasi dapat terkoneksi secara digital dan bahkan terintegrasi dengan platform transportasi daring, sehingga pemerataan ekonomi dapat lebih terjamin dan lapangan kerja baru terbuka bagi masyarakat. Anggota MPUII, Salim Abdullah turut mengangkat isu penulisan sejarah bangsa, menurutnya sejarah memiliki peran sangat penting dalam membangun identitas dan kesadaran bangsa.
Menanggapi pertanyaan terkait penulisan sejarah, Menteri Fadli menyampaikan bahwa hal tersebut masih dalam tahap pengerjaan oleh para editor jilid dan editor umum. Selain itu, dirinya juga menekankan mengenai pentingnya memperkuat narasi sejarah dan identitas bangsa.
Lebih lanjut, ia mencontohkan penemuan situs Bongal di Tapanuli Utara yang menyimpan koin Dinasti Umayyah abad ke-7, yang membuktikan masuknya peradaban Islam di Nusantara sejak dini. Ia juga menyebutkan penemuan lukisan gua purba di Maros, Muna, dan Sangkulirang yang berusia puluhan ribu tahun.
""Ini membuktikan, Indonesia adalah peradaban tua yang tidak menghancurkan tradisi, tetapi merangkulnya,"" kata Fadli Zon.

Menutup dialog, Fadli Zon kembali menekankan pentingnya menjaga stabilitas negara dalam mendorong pertumbuhan ekonomi.
""Kita harus bersyukur karena Indonesia relatif aman, damai, dan terkendali. Stabilitas adalah hal yang paling mahal, dan menjadi prasyarat mutlak bagi pertumbuhan ekonomi,"" ujar Fadli Zon.
""Pemerintah akan terus mendorong kemandirian pangan, energi, dan pertahanan, sembari membuka ruang kolaborasi dengan umat Islam serta seluruh elemen bangsa dalam menampung berbagai masukan program yang berkaitan dengan kepentingan masyarakat,"" imbuhnya.
Diketahui, diskusi ini dimoderatori oleh Sekretaris Eksekutif MPUII, Daniel Rosyid yang dalam pengantarnya menekankan pentingnya umat Islam menyesuaikan langkah dengan arah kebijakan pemerintahan Presiden Prabowo. Ia menegaskan bahwa politik umat Islam perlu diperkuat agar lebih memberi warna dalam perjalanan bangsa.
""Posisi umat harus tepat dalam membantu serta bekerja sama menyukseskan pemerintahan Prabowo Subianto,"" ujarnya.
Sebagai informasi, dialog ini menjadi momentum penting dalam menyatukan visi antara pemerintah dengan umat Islam serta seluruh elemen masyarakat dalam mewujudkan arah pembangunan nasional yang berpihak pada rakyat. Pemerintah melalui Kementerian Kebudayaan menegaskan komitmennya untuk membuka ruang dialog yang luas, demi menghadirkan kebijakan yang inklusif dan bermanfaat bagi seluruh masyarakat Indonesia.
Hadir dalam diskusi tersebut, Staf Ahli Menteri Kebudayaan, Masyitoh Annisa Ramadhani Alkitri; Ketua MPUII, Ustaz Akhwan serta para anggota MPUII.",https://news.detik.com/berita/d-8140839/hadiri-dialog-mpuii-menbud-bicara-peran-umat-islam-dalam-pembangunan-ri,berita
"Gunung Semeru Erupsi 2 Kali Pagi Ini, Ketinggian Kolom Abu Capai 600 Meter","Gunung Semeruyang berada di perbatasan Kabupaten Lumajang dan Malang, Jawa Timur, kembali erupsi pagi ini. Erupsi disertai letusan setinggi 600 meter di atas puncak.
""Terjadi erupsi Gunung Semeru pada pukul 08.16 WIB. Tinggi kolom letusan teramati sekitar 600 meter di atas puncak atau 4.276 meter di atas permukaan laut (mdpl),"" kata Petugas Pos Pengamatan Gunung Semeru, Sigit Rian Alfian dilansirAntara, Kamis (2/10/2025).
Dia mengatakan kolom abu teramati berwarna putih hingga kelabu dengan intensitas tebal ke arah barat daya. Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 129 detik.

Sebelumnya, pada pukul 07.11 WIB, Gunung Semeru juga erupsi dengan tinggi kolom letusan teramati kurang lebih 600 meter di atas puncak (4.276 mdpl). Kolom abu teramati berwarna putih hingga kelabu dengan intensitas tebal ke arah barat daya.
Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 119 detik. Berdasarkan data petugas, aktivitas gunung tertinggi di Pulau Jawa itu didominasi oleh gempa letusan sebanyak 81 kali dengan amplitudo 11-22 mm dan lama gempa 59-193 detik pada periode pengamatan selama 24 jam pada Rabu (1/10).
Sigit menjelaskan Gunung Semeru masih berstatus Waspada atau Level II, sehingga Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) memberikan sejumlah rekomendasi yakni masyarakat dilarang melakukan aktivitas apapun di sektor tenggara, sepanjang Besuk Kobokan sejauh delapan kilometer dari puncak (pusat erupsi).

Di luar jarak tersebut, kata dia, masyarakat tidak boleh melakukan aktivitas pada jarak 500 meter dari tepi sungai di sepanjang Besuk Kobokan, karena berpotensi terlanda perluasan awan panas dan aliran lahar hingga jarak 13 kilometer dari puncak.
""Masyarakat juga diimbau tidak beraktivitas dalam radius tiga kilometer dari kawah/puncak Gunung Semeru, karena rawan terhadap bahaya lontaran batu pijar,"" ujarnya.
Terakhir, dia mengimbau masyarakat mewaspadai potensi awan panas, guguran lava, dan lahar hujan di sepanjang aliran sungai/lembah yang aliran airnya berhulu di puncak Gunung Semeru, terutama sepanjang Besuk Kobokan, Besuk Bang, Besuk Kembar, dan Besuk Sat, serta potensi lahar di sungai-sungai kecil yang merupakan anak sungai dari Besuk Kobokan.
",https://news.detik.com/berita/d-8140838/gunung-semeru-erupsi-2-kali-pagi-ini-ketinggian-kolom-abu-capai-600-meter,berita
KPK Buka Peluang Panggil Eks Menaker Ida Fauziyah Usai Periksa Mantan Stafsus,"KPK telah memeriksa mantan stafsus Menteri Ketenagakerjaan 2019-2024 Ida Fauziyah, Eka Primasari, sebagai saksi kasus dugaan pemerasan pengurusan Rencana Penggunaan Tenaga Kerja Asing (RPTKA). KPK pun membuka peluang memanggil Ida.
""Kami sedang terus menggali keterangan dari para saksi, termasuk tadi juga pemanggilan terhadap stafsus, dan lain-lain. Tentunya dari keterangan-keterangan itulah nanti ke mana, kepada siapa kita akan melakukan pemanggilan,"" kata Plt Deputi Penindakan dan Eksekusi KPK, Asep Guntur Rahayu, kepada wartawan, dikutip Kamis (2/10/2025).

Asep mengatakan pihaknya terus melengkapi informasi terkait kasus ini. Dia mengatakan mantan Menaker akan dipanggil jika penyidik menilai keterangannya diperlukan.
""Nanti kalau sudah kami temukan informasinya terkait para menteri dari stafsus ataupun dari keterangan saksi lainnya, ataupun dari dokumen-dokumen lainnya, dan kami menganggap atau penyidik menganggap bahwa keterangannya dibutuhkan tentunya kami akan melakukan pemanggilan,"" jelas Asep.
Seperti diketahui, salah satu mantan stafsus Ida Fauziyah, Eka Primasari, telah diperiksa dua kali oleh KPK pada Kamis (11/9) dan Senin (15/9). Dari pemeriksaan tersebut, KPK mendalami aliran uang diduga hasil pemerasan TKA.
""Terkait dengan pemeriksaan saksi dimaksud pada pekan kemarin, didalami terkait dengan dugaan aliran-aliran uang yang diduga berasal dari tindak pemerasan dalam RPTKA,"" kata juru bicara KPK Budi Prasetyo kepada wartawan di gedung Merah Putih KPK, Jakarta Selatan, Senin (15/9).

Selain aliran uang, Budi menjelaskan Eka Primasari juga didalami mengenai pembelian aset oleh para tersangka dalam perkara ini. Diketahui, kasus dugaan korupsi di Kemnaker yang diusut KPK ini berkaitan dengan pemerasan dalam pengurusan penggunaan TKA selama 2019-2023 dengan bukti uang Rp 53 miliar.
Total, ada delapan orang yang ditetapkan sebagai tersangka dalam kasus ini. KPK menduga para tersangka memeras para calon tenaga kerja asing yang akan bekerja di Indonesia.
Delapan tersangka yang sudah ditahan KPK ialah:
1. Gatot Widiartono, Koordinator Analisis dan Pengendalian Penggunaan Tenaga Kerja Asing (PPTKA) tahun 2021-2025.2. Putri Citra Wahyoe, Petugas Hotline RPTKA periode tahun 2019 sampai dengan 2024 dan Verifikator Pengesahan RPTKA pada Direktorat Pengendalian Penggunaan Tenaga Kerja Asing (PPTKA) tahun 2024-2025.3. Jamal Shodiqin, Analis TU Direktorat PPTKA tahun 2019-2024 yang juga Pengantar Kerja Ahli Pertama Direktorat PPTKA tahun 2024-2025.4. Alfa Eshad, Pengantar Kerja Ahli Muda Kemnaker tahun 2018-2025.5. Suhartono, Direktur Jenderal (Dirjen) Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja (Binapenta dan PKK) Kemnaker tahun 2020-2023.6. Haryanto, Direktur PPTKA tahun 2019-2024 yang juga Dirjen Binapenta dan PKK tahun 2024-2025 dan kini menjabat Staf Ahli Menteri Bidang Hubungan Internasional.7. Wisnu Pramono, Direktur PPTKA tahun 2017-2019.8. Devi Angraeni, Direktur PPTKA tahun 2024-2025.
",https://news.detik.com/berita/d-8140832/kpk-buka-peluang-panggil-eks-menaker-ida-fauziyah-usai-periksa-mantan-stafsus,berita
"Motor Kecelakaan hingga Masuk Got di Jl Daan Mogot, Pengemudi Tewas","Seorang pengendara motorkecelakaanmenabrak got di Jl Daan Mogot, Jembatan Baru, arah Grogol Jakarta Barat, pagi ini. Lalu lintas di lokasi sempat mengalami kemacetan.
""Dapat info dari operator jam 06.45 WIB, langsung mengarah ke lokasi, ditemukan mayat tertimpa sepeda motor, masuk got,"" kata Kanit Lantas Polsek Cengkareng, AKP Yeni, saat dihubungi, Kamis (2/10/2025).
Saat dievakuasi, pengendara motor tersebut meninggal dunia akibat tertimpa motor yang masuk ke dalam got. Kecelakaan itu diduga akibat pemotor lepas kendali.

""Motornyaout of controlmasuk got, korban satu orang, laki-laki,"" kata Yeni.
Saat ini jenazah pemotor tersebut telah dibawa ke RS di wilayah Kabupaten Tangerang. Sementara itu barang bukti motor telah diamankan oleh kepolisian.
""Korban langsung dievakuasi,"" katanya.
Saat terjadi kecelakaan, lalu lintas di sekitar lokasi sempat mengalami kemacetan. Hal itu akibat ramainya warga yang menyaksikan dan tingginya volume kendaraan yang melintas.",https://news.detik.com/berita/d-8140831/motor-kecelakaan-hingga-masuk-got-di-jl-daan-mogot-pengemudi-tewas,berita
"Mobil Terperosok Got Usai Gagal Nanjak di Bogor, Damkar Evakuasi","Satu unit mobil terperosok ke saluran air di Desa Pasir Mukti, Citeureup,Bogor, Jawa Barat. Mobil taksionlineitu terperosok setelah mengantar penumpang.
""Selesai mengantar penumpang, Pelapor hendak pulang dan kendaraan yang dikendarai tidak kuat menanjak dan mesin mati, akhirnya terperosok ke saluran air,"" kata Kadis Damkar Kabupaten Bogor, Yudi Santosa, kepada wartawan, Kamis (2/10/2025).

Peristiwa itu terjadi pada sekitar pukul 02.30 WIB tadi. Pengemudi kemudian menghubungi petugas Damkar untuk meminta bantuan.
""Karena panik, Pelapor pun melaporkan kejadian tersebut ke Damkar Sektor Citeureup dan diteruskan ke timrescue. Timrescuesegera merespons laporan tersebut,"" ucapnya.
Setengah jam kemudian, petugas damkar tiba di lokasi kejadian. Petugas melakukan evakuasi mobil tersebut dari saluran air.
""Evakuasi dilakukan selama 1 jam,"" ujarnya.
",https://news.detik.com/berita/d-8140807/mobil-terperosok-got-usai-gagal-nanjak-di-bogor-damkar-evakuasi,berita
"Mobil HR-V Kecelakaan di Tol Jagorawi Arah Bogor, Pengemudi Tewas","Kecelakaan lalu lintas melibatkanmobil Honda HR-Vdengan kendaraan lainnya di Tol Jagorawi Km 34, Bogor, Jawa Barat, viral di media sosial. Pengemudi HR-V meninggal dunia akibat kecelakaan itu.
""Jumlah korban satu orang, pengemudi meninggal dunia,"" kata Kainduk PJR Tol Jagorawi Kompol Ahmad Jajuli, Kamis (2/10/2025).
Peristiwa nahas itu terjadi pada sekitar pukul 05.25 WIB. Jajuli mengatakankecelakaantersebut diduga diakibatkan oleh kurangnya antisipasi pengemudi.
""Faktor yang memengaruhi kurang antisipasi,"" jelasnya.

Kecelakaan berawal ketika pengemudi bernama Ahmed Mohammed Al Kahtani (26) melaju dari arah Jakarta menuju Bogor. Pengemudi diduga melaju dalam kecepatan tinggi.
""Lalu menabrak kendaraan yang ada di depannya yang tidak tercatat identitasnya (kabur),"" ungkapnya.
Posisi akhir kendaraan berada di lajur 2 menghadap selatan. Sementara dalam foto yang diterima,mobil ringsekpada bagian depan.",https://news.detik.com/berita/d-8140795/mobil-hr-v-kecelakaan-di-tol-jagorawi-arah-bogor-pengemudi-tewas,berita
"4 Korban Tewas Ponpes Ambruk di Sidoarjo Teridentifikasi, Ini Identitasnya","Korban meninggal dunia akibat tertimpa reruntuhanPonpes Al Khoziny, Sidoarjo, Jawa Timur, menjadi lima orang. Empat orang di antaranya sudah bisa diidentifikasi tim Disaster Victim Identification (DVI) Polda Jawa Timur.
Kasubbid Dokpol Biddokkes Polda Jatim, AKBP dr Adam Bimantoro, menyampaikan bahwa dari lima jenazah yang diterima, empat di antaranya telah dapat diidentifikasi dan diserahkan kepada keluarga. Sesangkan satu jenazah lainnya masih dalam proses pencocokan data.
""Identifikasi terhadap empat jenazah berhasil kami lakukan. Tiga di antaranya sudah kami serahkan kepada pihak keluarga kemarin. Satu jenazah lagi baru kami terima sore tadi, dan sudah bisa kami identifikasi. Satu sisanya masih dalam proses,"" ujar dr Adam, dilansirdetikJatim, Kamis (2/10/2025).

Berikut identitas empat korban meninggal yang diidentifikasi:
1. Maulana Alfan Ibrahimavic (13), laki-laki, warga Kalianyar Kulon 9/5 RT 04 RW 07, Kelurahan Bongkaran, Kecamatan Pabean Cantian Surabaya.
2. Muhammad Masudulat (14), laki-laki, warga Kali Kendal, Dukuh Pakis, Surabaya.

3. Muhammad Soleh (22), laki-laki, warga Jalan Madura, Tanjung Pandan, Bangka Belitung.
4. Rafi Catur Okta Mulya Pamungkas (17), laki-laki, warga Jalan Putat Jaya Sekolahan 2/42 RT 010 RW 003, Kelurahan Putat Jaya, Kecamatan Sawahan, Surabaya.

Dr Adam menekankan pentingnya akurasi dalam proses identifikasi, meskipun memerlukan waktu lebih lama. Oleh karena itu, dia memohon waktu kepada para keluarga korban.
Simak lengkapnya disini.",https://news.detik.com/berita/d-8140785/4-korban-tewas-ponpes-ambruk-di-sidoarjo-teridentifikasi-ini-identitasnya,berita
Tim SAR Cerita Momen Evakuasi Haikal yang 3 Hari Tertimbun di Ponpes Sidoarjo,"Direktur Operasi Pencarian dan Pertolongan Basarnas Laksamana Pertama TNI Yudhi Bramantyo sebagai SAR Mission Coordinator (SMC) menceritakan momen evakuasi korban selamat Syahlendra Haical atau Haikal (13). Ia mengatakan Haikal ditemukan berdekatan dengan korban yang meninggal dunia dalam posisi sujud.
DilansirdetikJatim, Kamis (2/10/2025), Bramantyo mengatakan posisi Haikal saat itu berdekatan dengan salah satu korban meninggal dunia. Korban yang meninggal tanpa identitas itu merupakan korban ke-12. Saat dievakuasi, korban meninggal itu dalam keadaan sujud.
""Sujud itu kan yang tadi (sore), itu yang hitam, yang sebelahan sama Haikal. Kita kan tadinya mau mengambil itu, karena tidak bisa harus lewat situ, Akhirnya kita tarik yang itu,"" ujar Bramantyo.

Korban meninggal dunia kemudian dibawa ke Rumah Sakit Siti Hajar untuk diidentifikasi oleh Tim Disaster Victim Identification (DVI). Tak lama berselang, pukul 15.22 WIB, petugas baru berhasil mengevakuasi Haikal selaku korban ke-13. Ia dinyatakan selamat.
""Sesudah kita evakuasi dalam kondisi selamat atau merah. Selanjutnya kita rujuk ke Rumah Sakit Umum Daerah Sidoarjo,"" pungkas Bramantyo.

Untuk diketahui, korban yang meninggal dalam keadaan sujud itu bersebelahan dengan Haikal. Mereka berada di zona A1 atau di dekat pintu masuk.
Simak lengkapnya disini.",https://news.detik.com/berita/d-8140760/tim-sar-cerita-momen-evakuasi-haikal-yang-3-hari-tertimbun-di-ponpes-sidoarjo,berita
Senator Dedi Iskandar Harap Dana Transfer ke Daerah Tetap Dimaksimalkan,"Pada momentum peringatan HUT ke-21 DPD RI, Senator DPD RI dari Provinsi Sumatera Utara sekaligus Ketua Kelompok DPD RI di MPR RI, Dedi Iskandar Batubara secara khusus menyoroti kebijakan pemerintah mengurangi dana transfer ke daerah.
Menurut Dedi, daerah tahun ini sedikit mengalami guncangan karena pusat mengurangi dana transfer ke daerah.
""DPD RI sebagai representasi daerah harus terus mengawal dan mengingatkan pemerintah bahwa transfer ke daerah itu adalah hak daerah. Pemerintah pusat harus memberikan alokasi dana yang cukup dan berkeadilan bagi seluruh daerah,"" ujar Dedi dalam keterangannya, Kamis (2/10/2025).
Hal itu ia katakan usai Dialog Kebangsaan dan Kenegaraan bertema 'Napak Tilas Kelembagaan: Upaya Merajut Visi dan Perspektif untuk Kinerja DPD RI yang Berdaya' pada Selasa (30/9).
Dedi mengingatkan jangan sampai daerah yang selama ini sudah berkontribusi bagi pembangunan bangsa dan negara ini justru tergopoh-gopoh mengurus anggaran belanjanya di daerah.
""Urusan penggajian atau belanja rutin bisa terselesaikan, tetapi kalau belanja pembangunannya tidak jalan maka daerah yang tertinggal akan makin tertinggal dan daerah yang sudah mulai beranjak maju akan mundur ke belakang lagi,"" ujarnya.
Oleh karena itu, Dedi mengharapkan pemerintah pusat agar transfer ke daerah tetap dimaksimalkan.
""Meskipun pemerintah punya program baru, tidak boleh mengurangi yang sudah ada sebelumnya,"" katanya.
Sebab, kata dia, kalau daerah maju maka negara akan maju. Kalau daerah mundur, artinya Indonesia juga akan mengalami kemunduran.
""Salah satu variabel pembangunan kita adalah kebutuhan pelayanan dasar di masyarakat terkait pendidikan, kesehatan. Dan, kalau dana transfer ini berkurang, itu pasti akan terganggu,"" ujar Dedi sembari menambahkan, pendidikan, kesehatan dan pelayanan publik lainnya pasti akan terganggu.
""Kalau itu terganggu, saya kira proses target pemerintah untuk mencapai Indonesia Emas 2025 akan mengalami gangguan,"" imbuhnya.
Lebih lanjut, Dedi mengatakan DPD RI pada tanggal 1 Oktober 2025 genap berusia 21 tahun. Artinya DPD sudah menjalani tugas sebagai sebuah institusi yang cukup panjang dan cukup dewasa.
""Tentu banyak sekali catatan yang sudah ditorehkan, banyak keberhasilan sekaligus juga tentu ada pekerja rumah yang belum diselesaikan,"" tuturnya.
Secara khusus, Dedi menekankan pada kolaborasi terkait berbagai hal strategis yang menghubungkan DPD RI dengan eksekutif atau lembaga negara lainnya.
Dia juga menyatakan mendukung langkah Pimpinan DPD untuk meneruskan langkah produktif sebagai wakil daerah menjalankan tugas dan fungsinya lebih maksimal.
Kedua, lanjut Dedi, harapan DPD RI sebagai lembaga yang dihasilkan dari produk reformasi tentu harus punya peran yang lebih besar dan signifikan dalam hal legislasi.
""Dalam konteks sebagai sebuah lembaga parlemen, harapan reformasi terhadap DPD RI adalah penyeimbang bagi legislasi kita,"" tegasnya.
Selain itu, Dedi mengakui meskipun sampai hari ini sesuai UUD NRI Tahun 1945, kewenangan DPD baru sampai pada tahap mengusulkan RUU terkait daerah, namun bukan berarti DPD tidak melakukan tugas pokok fungsinya secara maksimal.
Dedi juga mengatakan peran dan kerja-kerja para senator di berbagai daerah cukup mendapatkan tempat dihati masyarakat, walaupun kewenangan yang dimiliki belum sama dengan yang dimiliki oleh DPR.
""Pada ulang tahun ke-21 ini, DPD RI harus makin mengokohkan posisi dan keberadaan DPD RI yang diisi 152 orang Senator dari 38 provinsi. Mereka adalah wakil-wakil masyarakat daerah yang punya kemampuan, integritas dan kapasitas tidak perlu diragukan,"" ujarnya.
""Perjuangan mereka di level nasional juga membawa aspirasi dan kepentingan masyarakat daerah dalam berbagai hal terutama soal dana bagi hasil daerah,"" pungkas Dedi.
Sebagai informasi, dialog dalam rangka Peringatan HUT ke-21 DPD RI tahun 2025 ini digelar oleh Setjen DPD RI bekerja sama dengan Green Democracy Intitute.
",https://news.detik.com/berita/d-8140746/senator-dedi-iskandar-harap-dana-transfer-ke-daerah-tetap-dimaksimalkan,berita
