IP,/faq.html,/index.html
77.49.181.98,0,1
77.49.182.149,0,1
77.49.183.185,1,0
77.49.183.222,0,1
77.49.183.232,0,1
77.49.183.4,1,0
77.49.184.125,1,0
77.49.184.143,1,0
77.49.184.157,1,0
77.49.184.178,1,0
77.49.184.195,1,0
77.49.184.215,1,1
77.49.185.100,0,1
77.49.185.101,1,0
77.49.185.149,0,1
77.49.185.164,1,0
77.49.185.5,1,0
77.49.186.164,1,0
77.49.186.204,0,1
77.49.186.245,0,1
77.49.186.45,0,1
77.49.187.131,1,0
77.49.187.138,0,1
77.49.187.14,0,1
77.49.187.185,0,1
77.49.187.46,0,1
77.49.187.51,1,0
77.49.187.66,1,0
77.49.188.119,1,1
77.49.188.15,1,0
77.49.188.182,0,1
77.49.188.27,0,1
77.49.188.49,0,1
77.49.189.149,1,0
77.49.19.180,1,0
77.49.19.95,0,1
77.49.190.132,0,1
77.49.190.168,0,1
77.49.190.23,0,1
77.49.190.46,0,1
77.49.190.57,1,0
77.49.191.130,0,1
77.49.191.14,1,0
77.49.191.16,0,1
77.49.191.204,0,1
77.49.191.210,1,0
77.49.191.25,0,1
77.49.192.111,0,1
77.49.192.138,1,0
77.49.192.151,0,1
77.49.192.154,0,1
77.49.193.152,0,1
77.49.193.163,0,1
77.49.193.2,0,1
77.49.193.3,0,1
77.49.193.96,0,1
77.49.194.135,1,0
77.49.194.213,0,1
77.49.194.64,1,0
77.49.194.91,1,0
77.49.195.118,0,1
77.49.195.12,0,1
77.49.195.125,0,1
77.49.195.142,0,1
77.49.195.246,0,1
77.49.195.248,0,1
77.49.195.7,0,1
77.49.196.104,0,1
77.49.196.9,1,0
77.49.197.132,0,1
77.49.197.213,1,0
77.49.197.231,1,0
77.49.197.250,1,0
77.49.198.245,0,1
77.49.199.114,0,1
77.49.199.146,0,1
77.49.199.165,0,1
77.49.199.208,0,1
77.49.199.244,0,1
77.49.199.29,1,0
77.49.199.82,1,0
77.49.199.92,1,0
77.49.2.189,1,0
77.49.2.189,0,1
77.49.2.207,1,0
77.49.2.43,1,0
77.49.2.94,0,1
77.49.20.18,0,1
77.49.20.24,1,0
77.49.200.129,1,0
77.49.200.144,0,1
77.49.200.160,0,1
77.49.200.192,0,1
77.49.200.23,0,1
77.49.201.100,0,1
77.49.201.105,1,0
77.49.201.212,1,0
77.49.201.224,1,0
77.49.201.57,0,1
77.49.201.7,0,1
77.49.202.212,0,1
77.49.202.225,0,1
77.49.202.3,0,1
77.49.202.30,0,1
77.49.202.94,0,1
77.49.203.120,0,1
77.49.203.126,1,0
77.49.203.142,0,1
77.49.203.162,0,1
77.49.203.184,0,1
77.49.203.200,1,0
77.49.203.233,0,1
77.49.203.50,0,1
77.49.204.122,1,0
77.49.204.208,1,0
77.49.204.7,1,0
77.49.205.1,0,1
77.49.205.185,0,1
77.49.205.22,0,1
77.49.205.224,0,1
77.49.205.9,1,0
77.49.206.102,0,1
77.49.206.134,0,1
77.49.206.162,0,1
77.49.207.233,0,1
77.49.208.109,0,1
77.49.208.140,0,1
77.49.208.153,0,1
77.49.208.20,1,0
77.49.208.7,0,1
77.49.209.104,0,1
77.49.209.171,0,1
77.49.209.182,0,1
77.49.209.209,0,1
77.49.21.34,0,1
77.49.210.135,1,0
77.49.210.143,0,1
77.49.210.46,1,0
77.49.210.64,0,1
77.49.211.146,0,1
77.49.211.157,0,1
77.49.211.187,0,1
77.49.211.203,0,1
77.49.211.213,0,1
77.49.211.226,0,1
77.49.212.101,0,1
77.49.212.112,0,1
77.49.212.154,0,1
77.49.212.159,0,1
77.49.212.177,0,1
77.49.212.73,0,1
77.49.213.17,0,1
77.49.213.209,0,1
77.49.213.243,1,0
77.49.213.91,1,0
77.49.214.100,1,0
77.49.214.182,0,1
77.49.214.202,0,1
77.49.214.30,0,1
77.49.214.4,0,1
77.49.214.5,1,0
77.49.214.65,0,1
77.49.215.240,1,0
77.49.215.87,0,1
77.49.215.92,1,0
77.49.216.109,1,0
77.49.216.151,0,1
77.49.216.159,1,0
77.49.216.193,1,0
77.49.216.3,1,0
77.49.216.43,1,0
77.49.217.137,0,1
77.49.217.144,0,1
77.49.217.161,1,0
77.49.217.169,0,1
77.49.217.211,0,1
77.49.217.68,0,1
77.49.217.97,0,1
77.49.218.118,0,1
77.49.218.131,1,0
77.49.218.136,0,1
77.49.218.161,0,1
77.49.218.171,1,0
77.49.218.186,0,1
77.49.218.200,0,1
77.49.218.249,0,1
77.49.218.37,0,1
77.49.219.133,0,1
77.49.219.209,0,1
77.49.219.223,0,1
77.49.219.8,1,0
77.49.219.88,0,1
77.49.219.88,0,1
77.49.22.22,0,1
77.49.22.226,0,1
77.49.22.62,0,1
77.49.220.120,0,1
77.49.220.135,1,0
77.49.220.137,0,1
77.49.220.143,0,1
77.49.220.18,1,0
77.49.220.217,0,1
77.49.220.221,1,0
77.49.220.222,0,1
77.49.220.30,0,1
77.49.220.35,1,0
77.49.220.60,0,1
77.49.221.13,1,0
77.49.221.17,0,1
77.49.221.210,1,0
77.49.221.24,0,1
77.49.221.76,1,0
77.49.221.8,0,1
77.49.222.13,0,1
77.49.222.136,0,1
77.49.222.15,0,1
77.49.222.4,1,0
77.49.223.131,0,1
77.49.223.247,1,0
77.49.224.104,0,1
77.49.224.131,1,0
77.49.224.137,0,1
77.49.224.15,0,1
77.49.224.43,1,0
77.49.225.137,1,0
77.49.225.225,1,0
77.49.225.229,1,0
77.49.225.79,0,1
77.49.226.239,1,0
77.49.226.74,1,0
77.49.227.103,1,0
77.49.227.212,0,1
77.49.227.247,0,1
77.49.227.6,1,0
77.49.228.103,0,1
77.49.228.188,1,0
77.49.228.51,1,0
77.49.229.136,1,0
77.49.229.54,0,1
77.49.229.54,1,0
77.49.23.122,0,1
77.49.23.143,0,1
77.49.23.148,1,0
77.49.23.172,0,1
77.49.23.228,0,1
77.49.23.65,0,1
77.49.23.85,1,0
77.49.23.91,1,0
77.49.230.161,0,1
77.49.230.194,0,1
77.49.230.214,0,1
77.49.230.244,0,1
77.49.230.27,0,1
77.49.230.36,0,1
77.49.230.76,0,1
77.49.230.94,0,1
77.49.231.178,1,0
77.49.231.227,1,0
77.49.231.251,1,0
77.49.232.130,0,1
77.49.232.139,0,1
77.49.232.206,0,1
77.49.232.217,1,0
77.49.232.86,0,1
77.49.232.98,0,1
77.49.233.177,1,0
77.49.233.194,0,1
77.49.233.246,0,1
77.49.233.251,0,1
77.49.233.40,0,1
77.49.233.65,1,0
77.49.233.95,0,1
77.49.234.114,0,1
77.49.234.194,0,1
77.49.234.91,0,1
77.49.235.1,0,1
77.49.235.152,0,1
77.49.235.194,0,1
77.49.236.116,1,0
77.49.236.128,0,1
77.49.236.164,0,1
77.49.237.169,0,1
77.49.238.145,0,1
77.49.238.163,0,1
77.49.238.168,0,1
77.49.238.188,1,0
77.49.238.202,0,1
77.49.238.237,0,1
77.49.238.241,1,0
77.49.238.251,1,0
77.49.238.34,0,1
77.49.239.115,1,0
77.49.239.146,1,0
77.49.239.67,1,0
77.49.239.87,1,0
77.49.24.122,1,0
77.49.24.148,1,0
77.49.24.186,1,0
77.49.24.186,0,1
77.49.24.196,0,1
77.49.24.244,1,0
77.49.24.55,1,0
77.49.240.122,0,1
77.49.240.123,0,1
77.49.240.140,1,0
77.49.240.218,0,1
77.49.240.242,0,1
77.49.240.97,0,1
77.49.241.136,0,1
77.49.241.150,1,0
77.49.241.247,0,1
77.49.241.57,0,1
77.49.241.90,1,0
77.49.242.118,0,1
77.49.242.141,0,1
77.49.242.173,0,1
77.49.242.181,0,1
77.49.242.228,0,1
77.49.242.59,0,1
77.49.242.61,1,0
77.49.242.79,0,1
77.49.243.189,1,0
77.49.243.221,0,1
77.49.243.234,0,1
77.49.243.50,0,1
77.49.243.53,0,1
77.49.243.86,0,1
77.49.243.92,1,0
77.49.244.234,0,1
77.49.244.243,0,1
77.49.244.32,1,0
77.49.245.251,0,1
77.49.245.4,0,1
77.49.246.11,0,1
77.49.246.113,0,1
77.49.246.128,1,0
77.49.246.18,1,0
77.49.246.190,0,1
77.49.246.205,0,1
77.49.246.235,1,0
77.49.247.175,0,1
77.49.247.29,1,0
77.49.247.77,0,1
77.49.248.123,1,0
77.49.248.197,1,0
77.49.248.210,0,1
77.49.248.233,1,0
77.49.248.71,1,0
77.49.248.97,0,1
77.49.249.123,1,0
77.49.249.146,0,1
77.49.249.170,0,1
77.49.249.179,1,0
77.49.249.25,1,0
77.49.249.31,0,1
77.49.249.51,1,0
77.49.249.60,1,0
77.49.249.73,0,1
77.49.25.3,0,1
77.49.25.68,0,1
77.49.25.86,0,1
77.49.25.91,0,1
77.49.250.113,0,1
77.49.250.116,0,1
77.49.250.152,0,1
77.49.250.180,0,1
77.49.250.199,0,1
77.49.250.229,0,1
77.49.250.233,0,1
77.49.250.29,0,1
77.49.250.47,0,1
77.49.250.74,0,1
77.49.251.102,0,1
77.49.251.43,0,1
77.49.251.75,0,1
77.49.252.109,0,1
77.49.252.115,1,0
77.49.252.134,0,1
77.49.252.194,0,1
77.49.252.227,0,1
77.49.252.96,0,1
77.49.253.109,1,0
77.49.253.227,0,1
77.49.253.54,0,1
77.49.254.128,0,1
77.49.254.151,0,1
77.49.254.16,1,0
77.49.254.213,0,1
77.49.26.145,0,1
77.49.26.253,0,1
77.49.26.27,0,1
77.49.26.74,0,1
77.49.26.89,0,1
77.49.26.96,0,1
77.49.27.164,0,1
77.49.27.191,0,1
77.49.27.233,1,0
77.49.27.43,1,0
77.49.28.10,0,1
77.49.28.192,1,0
77.49.29.117,0,1
77.49.29.118,0,1
77.49.29.176,0,1
77.49.29.2,0,1
77.49.29.3,0,1
77.49.29.34,0,1
77.49.29.58,1,0
77.49.3.117,0,1
77.49.3.168,1,0
77.49.3.178,0,1
77.49.3.230,0,1
77.49.3.62,0,1
77.49.3.83,1,0
77.49.30.196,0,1
77.49.30.21,0,1
77.49.30.55,0,1
77.49.30.80,1,0
77.49.31.134,0,1
77.49.31.172,0,1
77.49.31.243,1,0
77.49.31.26,1,0
77.49.31.32,0,1
77.49.32.159,0,1
77.49.32.200,0,1
77.49.32.229,0,1
77.49.32.231,0,1
77.49.32.57,0,1
77.49.32.80,0,1
77.49.33.101,0,1
77.49.33.161,0,1
77.49.33.162,0,1
77.49.33.210,0,1
77.49.33.217,0,1
77.49.33.39,1,0
77.49.33.45,1,0
77.49.34.147,1,0
77.49.34.203,0,1
77.49.35.136,0,1
77.49.35.153,0,1
77.49.35.211,0,1
77.49.35.44,0,1
77.49.35.64,0,1
77.49.35.66,1,0
77.49.36.162,1,0
77.49.37.100,0,1
77.49.37.114,1,0
77.49.37.66,1,0
77.49.38.180,0,1
77.49.38.182,1,0
77.49.38.31,1,0
77.49.38.62,0,1
77.49.39.160,1,0
77.49.39.185,0,1
77.49.39.207,0,1
77.49.39.250,0,1
77.49.39.83,1,0
77.49.39.99,1,0
77.49.4.143,0,1
77.49.4.156,0,1
77.49.4.51,0,1
77.49.40.89,0,1
77.49.40.93,0,1
77.49.40.99,1,0
77.49.41.162,1,0
77.49.41.179,0,1
77.49.41.190,0,1
77.49.41.202,0,1
77.49.42.112,0,1
77.49.42.117,0,1
77.49.42.160,0,1
77.49.42.162,1,0
77.49.42.188,0,1
77.49.42.38,1,0
77.49.42.59,0,1
77.49.43.105,1,0
77.49.43.107,1,0
77.49.44.107,0,1
77.49.44.201,0,1
77.49.44.37,0,1
77.49.44.69,0,1
77.49.44.78,1,0
77.49.45.121,0,1
77.49.45.15,1,0
77.49.45.16,1,0
77.49.45.166,1,0
77.49.46.131,1,0
77.49.46.173,0,1
77.49.46.39,0,1
77.49.46.69,1,0
77.49.46.96,0,1
77.49.47.118,0,1
77.49.47.138,0,1
77.49.47.161,0,1
77.49.47.237,0,1
77.49.47.75,0,1
77.49.48.13,1,0
77.49.48.144,0,1
77.49.48.73,0,1
77.49.49.190,0,1
77.49.49.206,0,1
77.49.49.220,1,0
77.49.49.76,1,0
77.49.5.100,0,1
77.49.5.146,1,0
77.49.5.156,0,1
77.49.5.220,0,1
77.49.5.3,1,0
77.49.5.46,0,1
77.49.5.83,0,1
77.49.50.130,0,1
77.49.50.136,1,0
77.49.50.141,0,1
77.49.50.153,0,1
77.49.50.166,1,0
77.49.50.2,1,0
77.49.50.208,1,0
77.49.50.210,0,1
77.49.51.243,1,0
77.49.51.49,0,1
77.49.52.52,1,0
77.49.53.100,0,1
77.49.53.188,0,1
77.49.53.202,0,1
77.49.53.211,0,1
77.49.53.243,0,1
77.49.54.194,0,1
77.49.54.233,0,1
77.49.55.107,0,1
77.49.55.186,0,1
77.49.55.200,1,0
77.49.55.40,0,1
77.49.55.66,0,1
77.49.56.13,0,1
77.49.56.153,1,0
77.49.57.139,0,1
77.49.57.181,0,1
77.49.57.216,0,1
77.49.57.241,1,0
77.49.57.245,0,1
77.49.57.47,0,1
77.49.57.97,1,0
77.49.58.224,0,1
77.49.58.60,1,0
77.49.59.150,0,1
77.49.59.64,1,0
77.49.6.103,0,1
77.49.6.127,1,0
77.49.6.192,0,1
77.49.6.199,0,1
77.49.6.207,0,1
77.49.6.240,0,1
77.49.6.48,0,1
77.49.6.5,0,1
77.49.60.143,0,1
77.49.60.145,0,1
77.49.60.156,0,1
77.49.60.161,0,1
77.49.60.19,0,1
77.49.60.199,1,0
77.49.60.229,0,1
77.49.60.230,0,1
77.49.60.36,0,1
77.49.60.5,0,1
77.49.61.197,1,0
77.49.61.92,1,0
77.49.61.99,0,1
77.49.62.116,1,0
77.49.62.164,0,1
77.49.62.199,0,1
77.49.62.229,0,1
77.49.62.234,0,1
77.49.62.245,0,1
77.49.62.245,0,1
77.49.62.88,0,1
77.49.63.106,1,0
77.49.63.144,1,0
77.49.63.147,0,1
77.49.63.169,0,1
77.49.63.229,0,1
77.49.63.47,0,1
77.49.63.53,0,1
77.49.63.57,0,1
77.49.64.141,0,1
77.49.64.201,0,1
77.49.64.33,0,1
77.49.65.3,0,1
77.49.65.7,0,1
77.49.65.9,1,0
77.49.66.104,0,1
77.49.66.190,0,1
77.49.66.213,0,1
77.49.66.69,1,0
77.49.67.142,1,0
77.49.67.186,0,1
77.49.67.213,0,1
77.49.67.238,0,1
77.49.67.6,0,1
77.49.68.139,0,1
77.49.68.157,0,1
77.49.68.177,0,1
77.49.68.188,0,1
77.49.69.107,1,0
77.49.69.229,0,1
77.49.7.161,0,1
77.49.7.84,1,0
77.49.7.89,0,1
77.49.7.97,1,0
77.49.71.20,0,1
77.49.71.245,0,1
77.49.71.27,0,1
77.49.71.3,1,0
77.49.71.75,1,0
77.49.72.191,0,1
77.49.72.27,0,1
77.49.72.38,0,1
77.49.72.58,0,1
77.49.72.96,0,1
77.49.73.129,0,1
77.49.73.175,1,0
77.49.73.177,1,0
77.49.73.183,0,1
77.49.73.6,1,0
77.49.74.237,1,0
77.49.75.0,0,1
77.49.75.113,0,1
77.49.75.12,0,1
77.49.75.151,1,0
77.49.75.220,0,1
77.49.75.29,0,1
77.49.75.73,1,0
77.49.76.113,1,0
77.49.76.185,0,1
77.49.76.210,0,1
77.49.76.79,1,0
77.49.76.96,1,0
77.49.77.100,0,1
77.49.77.12,1,0
77.49.77.205,0,1
77.49.79.127,0,1
77.49.79.193,0,1
77.49.79.204,1,0
77.49.79.215,1,0
77.49.79.24,0,1
77.49.79.50,1,0
77.49.79.66,0,1
77.49.79.75,1,0
77.49.8.1,1,0
77.49.8.105,0,1
77.49.8.130,0,1
77.49.8.149,0,1
77.49.80.226,0,1
77.49.80.38,1,0
77.49.80.46,0,1
77.49.81.107,0,1
77.49.81.167,0,1
77.49.81.180,1,0
77.49.81.204,0,1
77.49.81.207,0,1
77.49.81.235,0,1
77.49.82.10,0,1
77.49.82.152,0,1
77.49.82.163,1,0
77.49.82.193,0,1
77.49.82.197,0,1
77.49.82.241,0,1
77.49.82.57,0,1
77.49.83.0,0,1
77.49.83.125,0,1
77.49.83.127,0,1
77.49.83.206,0,1
77.49.83.31,0,1
77.49.84.198,1,0
77.49.84.59,0,1
77.49.84.91,0,1
77.49.84.92,0,1
77.49.85.24,1,0
77.49.85.5,1,0
77.49.86.135,0,1
77.49.86.188,0,1
77.49.86.189,0,1
77.49.86.53,0,1
77.49.86.64,0,1
77.49.86.97,0,1
77.49.87.104,0,1
77.49.87.198,0,1
77.49.87.79,0,1
77.49.88.221,1,0
77.49.89.125,0,1
77.49.89.130,1,0
77.49.89.186,0,1
77.49.89.208,0,1
77.49.89.253,0,1
77.49.89.47,0,1
77.49.9.11,1,0
77.49.9.33,0,1
77.49.9.77,0,1
77.49.90.127,1,0
77.49.90.19,0,1
77.49.90.192,0,1
77.49.91.139,1,1
77.49.91.139,0,1
77.49.91.252,0,1
77.49.91.34,0,1
77.49.91.72,0,1
77.49.92.110,0,1
77.49.92.112,0,1
77.49.92.129,0,1
77.49.92.229,0,1
77.49.92.49,0,1
77.49.93.106,1,0
77.49.93.107,0,1
77.49.93.147,1,0
77.49.93.181,1,0
77.49.93.207,1,0
77.49.94.131,0,1
77.49.94.140,0,1
77.49.94.178,1,0
77.49.94.200,0,1
77.49.94.25,0,1
77.49.95.157,1,0
77.49.95.17,1,1
77.49.95.191,0,1
77.49.95.196,1,0
77.49.95.245,0,1
77.49.96.10,1,0
77.49.96.134,1,0
77.49.96.161,0,1
77.49.96.166,0,1
77.49.96.190,0,1
77.49.96.206,0,1
77.49.96.246,0,1
77.49.96.29,0,1
77.49.96.57,1,0
77.49.97.124,1,0
77.49.97.152,1,0
77.49.97.85,0,1
77.49.98.0,0,1
77.49.98.117,0,1
77.49.98.142,0,1
77.49.98.161,0,1
77.49.98.215,1,0
77.49.98.51,0,1
77.49.99.106,1,0
77.49.99.158,0,1
77.49.99.207,1,0
77.49.99.219,0,1
77.49.99.49,1,0
77.49.99.5,1,0
77.58.10.92,1,0
77.58.100.150,0,1
77.58.100.95,0,1
77.58.117.192,0,1
77.58.123.102,0,1
77.58.124.47,1,0
77.58.126.245,0,1
77.58.13.135,1,0
77.58.133.27,0,1
77.58.144.170,0,1
77.58.149.54,0,1
77.58.150.11,0,1
77.58.150.205,0,1
77.58.150.27,1,0
77.58.152.172,0,1
77.58.159.48,0,1
77.58.16.119,0,1
77.58.163.160,1,0
77.58.163.72,0,1
77.58.164.124,0,1
77.58.171.86,1,0
77.58.172.167,0,1
77.58.176.13,0,1
77.58.181.61,1,0
77.58.182.211,1,0
77.58.184.208,0,1
77.58.191.159,0,1
77.58.195.48,1,0
77.58.198.213,0,1
77.58.198.67,0,1
77.58.199.246,0,1
77.58.2.104,0,1
77.58.2.25,0,1
77.58.200.165,0,1
77.58.202.186,0,1
77.58.202.232,1,0
77.58.204.105,1,0
77.58.207.147,0,1
77.58.211.184,0,1
77.58.217.209,0,1
77.58.219.214,1,0
77.58.22.114,0,1
77.58.220.97,1,0
77.58.227.145,1,0
77.58.23.158,0,1
77.58.23.187,0,1
77.58.230.132,1,0
77.58.240.48,0,1
77.58.242.189,1,0
77.58.246.108,0,1
77.58.247.32,1,0
77.58.248.107,1,0
77.58.249.70,0,1
77.58.25.73,0,1
77.58.252.228,0,1
77.58.254.160,0,1
77.58.26.12,0,1
77.58.27.81,1,0
77.58.29.208,1,0
77.58.31.205,0,1
77.58.31.232,1,0
77.58.38.45,0,1
77.58.42.239,0,1
77.58.45.82,1,0
77.58.46.91,1,0
77.58.52.193,0,1
77.58.52.78,0,1
77.58.56.59,0,1
77.58.63.69,0,1
77.58.70.99,1,0
77.58.71.204,0,1
77.58.76.105,1,0
77.58.77.66,1,0
77.58.80.217,0,1
77.58.88.110,0,1
77.58.88.110,1,0
77.58.89.108,1,0
77.58.89.53,0,1
77.58.9.175,0,1
77.58.94.253,0,1
77.58.97.98,0,1
77.58.99.219,0,1
77.59.0.60,0,1
77.59.106.208,0,1
77.59.111.182,0,1
77.59.117.113,1,0
77.59.13.184,0,1
77.59.137.187,0,1
77.59.138.0,1,0
77.59.160.252,0,1
77.59.169.213,0,1
77.59.173.219,1,0
77.59.174.120,0,1
77.59.175.0,1,0
77.59.176.219,1,0
77.59.178.126,1,0
77.59.188.138,1,0
77.59.205.83,1,0
77.59.209.209,1,0
77.59.213.215,1,0
77.59.218.6,1,0
77.59.222.12,0,1
77.59.23.108,1,0
77.59.23.109,1,0
77.59.232.165,1,0
77.59.233.28,0,1
77.59.248.233,0,1
77.59.253.249,0,1
77.59.35.181,0,1
77.59.47.195,1,0
77.59.55.94,0,1
77.59.62.155,1,0
77.59.67.120,1,0
77.59.72.207,1,0
77.59.77.222,1,0
77.59.83.220,0,1
77.59.83.30,0,1
77.59.9.193,0,1
77.59.9.206,0,1
77.59.98.133,0,1
77.59.99.209,0,1
77.6.10.60,1,0
77.6.102.134,0,1
77.6.13.81,0,1
77.6.130.237,0,1
77.6.134.54,1,0
77.6.142.191,0,1
77.6.146.112,1,0
77.6.151.74,0,1
77.6.162.187,0,1
77.6.169.167,1,0
77.6.173.143,0,1
77.6.226.76,0,1
77.6.234.113,1,0
77.6.26.132,0,1
77.6.26.57,0,1
77.6.60.147,1,0
77.6.71.15,0,1
77.6.74.129,0,1
77.6.87.165,0,1
77.6.91.201,0,1
77.6.96.171,0,1
77.86.242.57,0,1
77.86.250.234,0,1
77.86.4.219,0,1
77.98.141.214,0,1
78.128.0.243,0,1
78.128.1.74,0,1
78.128.10.53,0,1
78.128.105.140,1,0
78.128.109.42,0,1
78.128.117.142,1,0
78.128.119.5,0,1
78.128.12.133,1,0
78.128.123.128,0,1
78.128.130.185,0,1
78.128.132.203,0,1
78.128.137.139,1,0
78.128.141.191,1,0
78.128.145.163,0,1
78.128.146.116,1,0
78.128.153.158,0,1
78.128.153.198,0,1
78.128.155.73,0,1
78.128.161.32,0,1
78.128.162.201,1,0
78.128.162.213,0,1
78.128.169.134,0,1
78.128.169.15,1,0
78.128.169.37,0,1
78.128.172.193,0,1
78.128.172.198,0,1
78.128.177.176,0,1
78.128.18.78,0,1
78.128.182.15,0,1
78.128.184.97,1,0
78.128.185.218,1,0
78.128.190.233,0,1
78.128.192.47,1,0
78.128.196.53,1,0
78.128.196.95,1,0
78.128.199.100,1,0
78.128.20.56,0,1
78.128.202.227,0,1
78.128.203.76,0,1
78.128.205.217,1,0
78.128.208.28,0,1
78.128.209.249,0,1
78.128.216.25,0,1
78.128.216.254,0,1
78.128.219.65,1,0
78.128.22.2,1,0
78.128.224.92,1,0
78.128.229.136,1,0
78.128.230.107,0,1
78.128.233.254,1,0
78.128.237.156,0,1
78.128.239.204,0,1
78.128.239.252,1,0
78.128.241.142,0,1
78.128.241.86,1,0
78.128.242.8,0,1
78.128.251.150,0,1
78.128.28.105,0,1
78.128.42.240,0,1
78.128.44.1,0,1
78.128.47.227,0,1
78.128.50.216,0,1
78.128.52.86,1,0
78.128.52.94,1,0
78.128.55.30,0,1
78.128.6.181,0,1
78.128.60.77,1,0
78.128.64.200,1,0
78.128.7.174,0,1
78.128.72.89,1,0
78.128.78.7,0,1
78.128.80.144,0,1
78.128.84.121,0,1
78.128.84.203,1,0
78.128.85.17,1,0
78.128.91.183,0,1
78.128.92.79,1,0
78.128.97.87,1,0
78.128.99.45,0,1
78.129.164.225,1,0
78.137.0.18,0,1
78.137.1.176,1,0
78.137.104.191,1,0
78.137.106.205,0,1
78.137.113.105,0,1
78.137.122.86,0,1
78.137.139.124,0,1
78.137.140.142,0,1
78.137.144.142,0,1
78.137.153.136,1,0
78.137.156.148,0,1
78.137.163.223,0,1
78.137.180.149,1,0
78.137.182.178,0,1
78.137.184.3,0,1
78.137.186.151,0,1
78.137.195.54,0,1
78.137.195.74,1,0
78.137.196.4,1,0
78.137.2.65,1,0
78.137.209.49,1,0
78.137.218.41,1,0
78.137.224.160,1,0
78.137.236.152,0,1
78.137.27.233,0,1
78.137.3.125,0,1
78.137.36.156,0,1
78.137.38.245,0,1
78.137.52.139,0,1
78.137.73.170,0,1
78.137.82.24,0,1
78.137.95.103,0,1
78.137.95.49,0,1
78.141.107.25,0,1
78.141.109.118,0,1
78.141.155.2,0,1
78.141.192.52,0,1
78.141.209.60,1,0
78.141.216.159,1,0
78.141.236.216,0,1
78.141.243.231,1,0
78.141.36.55,0,1
78.141.55.87,1,0
78.141.60.16,1,0
78.141.61.141,0,1
78.141.8.225,0,1
78.141.84.210,0,1
78.141.99.220,0,1
78.158.100.106,1,0
78.158.107.216,0,1
78.158.139.97,0,1
78.158.15.22,0,1
78.158.162.160,1,0
78.158.165.91,1,0
78.158.17.185,0,1
78.158.176.235,0,1
78.158.182.58,1,0
78.158.183.245,1,0
78.158.184.32,0,1
78.158.19.248,0,1
78.158.194.208,0,1
78.158.2.237,0,1
78.158.205.4,0,1
78.158.212.25,0,1
78.158.219.232,0,1
78.158.219.247,0,1
78.158.220.132,0,1
78.158.222.248,0,1
78.158.237.121,0,1
78.158.39.220,1,0
78.158.46.15,0,1
78.158.49.1,0,1
78.158.51.95,0,1
78.158.52.246,0,1
78.158.54.83,0,1
78.158.6.113,1,0
78.158.6.218,1,0
78.158.63.200,0,1
78.158.67.160,1,0
78.158.93.90,1,0
78.158.97.130,0,1
78.182.1.251,0,1
78.182.11.4,1,0
78.182.123.188,1,0
78.182.148.86,0,1
78.182.152.178,0,1
78.182.159.102,0,1
78.182.162.45,1,0
78.182.176.64,1,0
78.182.177.222,1,0
78.182.177.242,0,1
78.182.188.229,1,0
78.182.194.149,0,1
78.182.195.38,1,0
78.182.196.66,0,1
78.182.206.52,0,1
78.182.212.89,1,0
78.182.226.141,1,0
78.182.229.57,0,1
78.182.236.149,0,1
78.182.241.228,0,1
78.182.243.12,0,1
78.182.3.207,1,0
78.182.36.17,1,0
78.182.37.148,1,0
78.182.40.0,0,1
78.182.45.163,0,1
78.182.53.24,1,0
78.182.58.78,0,1
78.182.62.230,1,0
78.182.63.127,0,1
78.182.76.202,0,1
78.182.80.15,1,0
78.183.107.166,1,0
78.183.109.100,0,1
78.183.109.37,0,1
78.183.114.250,0,1
78.183.121.198,0,1
78.183.130.83,0,1
78.183.131.20,1,0
78.183.170.57,0,1
78.183.175.125,0,1
78.183.179.247,1,0
78.183.18.54,0,1
78.183.182.31,0,1
78.183.183.11,1,0
78.183.19.4,0,1
78.183.19.70,0,1
78.183.190.251,0,1
78.183.191.108,0,1
78.183.200.3,0,1
78.183.206.163,1,0
78.183.21.162,0,1
78.183.216.109,0,1
78.183.216.167,0,1
78.183.221.68,0,1
78.183.229.202,0,1
78.183.230.37,1,0
78.183.238.1,1,0
78.183.240.208,0,1
78.183.241.136,1,0
78.183.246.34,0,1
78.183.249.71,0,1
78.183.254.75,0,1
78.183.29.85,0,1
78.183.32.86,1,0
78.183.35.153,1,0
78.183.36.214,0,1
78.183.47.37,0,1
78.183.47.83,1,0
78.183.53.185,0,1
78.183.66.169,1,0
78.183.67.73,0,1
78.183.78.182,1,0
78.183.79.241,1,0
78.183.8.122,1,0
78.183.85.151,0,1
78.183.98.117,0,1
78.186.10.247,0,1
78.186.103.149,1,0
78.186.11.176,1,0
78.186.119.224,0,1
78.186.128.157,0,1
78.186.130.172,0,1
78.186.148.129,0,1
78.186.156.67,0,1
78.186.159.30,0,1
78.186.173.112,0,1
78.186.185.178,1,0
78.186.187.207,1,0
78.186.222.199,0,1
78.186.223.141,1,0
78.186.241.134,1,0
78.186.251.134,1,0
78.186.254.121,1,0
78.186.34.127,1,0
78.186.75.166,0,1
78.32.246.72,1,0
78.33.119.106,0,1
78.33.127.62,0,1
78.33.171.196,0,1
78.33.173.191,1,0
78.33.177.58,0,1
78.33.187.172,0,1
78.33.218.241,1,0
78.33.230.134,0,1
78.33.231.119,0,1
78.33.236.57,1,0
78.33.27.124,0,1
78.33.3.113,1,0
78.33.35.129,0,1
